municipio,zona,promedio_ciencias,promedio_matematicas,total_accesos_internet,puntaje_stem,brecha_stem,nivel_brecha,nivel_conectividad_base,nivel_conectividad,municipio_normalizado
ABEJORRAL,RURAL,46.906666666666666,47.92,5812.0,47.413333333333334,-0.07278192818453988,alto,básico,básico,ABEJORRAL
ABEJORRAL,URBANO,53.5072463768116,57.31884057971015,5812.0,55.413043478260875,7.926928216743001,bajo,básico,básico,ABEJORRAL
ABRIAQUÍ,URBANO,44.625,47.375,1825.0,46.0,-1.4861152615178739,alto,básico,básico,ABRIAQUI
ACACÍAS,RURAL,51.57541899441341,53.75418994413408,215070.0,52.66480446927375,5.178689207755873,bajo,medio,medio,ACACIAS
ACACÍAS,URBANO,51.10344827586207,53.64017991004498,215070.0,52.37181409295353,4.885698831435654,medio,medio,medio,ACACIAS
ACANDÍ,RURAL,38.794117647058826,38.0,14099.0,38.39705882352941,-9.08905643798846,crítico,básico,básico,ACANDI
ACANDÍ,URBANO,43.47058823529412,46.86274509803921,14099.0,45.16666666666667,-2.3194485948512025,alto,básico,básico,ACANDI
ACEVEDO,RURAL,49.19,50.315,29884.0,49.7525,2.266384738482124,medio,básico,básico,ACEVEDO
ACEVEDO,URBANO,48.40909090909091,49.36363636363637,29884.0,48.88636363636364,1.4002483748457664,medio,básico,básico,ACEVEDO
ACHÍ,RURAL,40.810344827586206,39.770114942528735,1637.0,40.29022988505747,-7.195885376460403,crítico,básico,básico,ACHI
ACHÍ,URBANO,42.68292682926829,43.109756097560975,1637.0,42.89634146341463,-4.589773798103245,alto,básico,básico,ACHI
AGRADO,RURAL,48.0,53.36363636363637,3668.0,50.68181818181819,3.195702920300313,medio,básico,básico,AGRADO
AGRADO,URBANO,49.04761904761905,51.66666666666666,3668.0,50.357142857142854,2.8710275956249802,medio,básico,básico,AGRADO
AGUA DE DIOS,URBANO,49.0919540229885,50.42528735632184,16353.0,49.758620689655174,2.2725054281373005,medio,básico,básico,AGUA DE DIOS
AGUACHICA,RURAL,44.8,46.075,105158.0,45.4375,-2.048615261517874,alto,medio,medio,AGUACHICA
AGUACHICA,URBANO,45.61703703703704,46.99925925925926,105158.0,46.30814814814815,-1.177967113369725,alto,medio,medio,AGUACHICA
AGUADA,URBANO,54.07142857142857,57.785714285714285,220.0,55.92857142857143,8.442456167053557,bajo,básico,básico,AGUADA
AGUADAS,RURAL,47.62295081967213,48.60655737704918,22434.0,48.11475409836065,0.6286388368427751,medio,básico,básico,AGUADAS
AGUADAS,URBANO,52.375838926174495,54.5503355704698,22434.0,53.46308724832215,5.976971986804273,bajo,básico,básico,AGUADAS
AGUAZUL,RURAL,55.34285714285714,58.32857142857143,46766.0,56.83571428571429,9.349599024196415,bajo,básico,básico,AGUAZUL
AGUAZUL,URBANO,50.79545454545455,53.532467532467535,46766.0,52.16396103896104,4.677845777443167,medio,básico,básico,AGUAZUL
AGUSTÍN CODAZZI,RURAL,44.28099173553719,44.37190082644628,28688.0,44.32644628099173,-3.159668980526142,alto,básico,básico,AGUSTIN CODAZZI
AGUSTÍN CODAZZI,URBANO,48.188559322033896,48.90254237288136,28688.0,48.54555084745763,1.0594355859397595,medio,básico,básico,AGUSTIN CODAZZI
AIPE,RURAL,43.72881355932204,42.813559322033896,7575.0,43.271186440677965,-4.2149288208399085,alto,básico,básico,AIPE
AIPE,URBANO,42.55855855855856,44.5945945945946,7575.0,43.57657657657658,-3.909538684941296,alto,básico,básico,AIPE
ALBANIA,RURAL,42.0233918128655,41.941520467836256,15359.0,41.98245614035088,-5.503659121166997,crítico,básico,básico,ALBANIA
ALBANIA,URBANO,48.81404958677686,50.50826446280992,15359.0,49.66115702479339,2.175041763275516,medio,básico,básico,ALBANIA
ALBÁN,RURAL,48.66666666666666,50.91666666666666,12994.0,49.79166666666666,2.3055514051487833,medio,básico,básico,ALBAN
ALBÁN,URBANO,49.79807692307692,51.71153846153846,12994.0,50.75480769230769,3.2686924307898195,medio,básico,básico,ALBAN
ALCALÁ,RURAL,41.6125,42.1625,16002.0,41.8875,-5.598615261517871,crítico,básico,básico,ALCALA
ALCALÁ,URBANO,46.81818181818182,48.29545454545455,16002.0,47.55681818181819,0.07070292030031311,medio,básico,básico,ALCALA
ALDANA,RURAL,50.81720430107527,53.064516129032256,2766.0,51.94086021505376,4.4547449535358865,medio,básico,básico,ALDANA
ALEJANDRÍA,RURAL,43.45,36.6,3169.0,40.025000000000006,-7.461115261517868,crítico,básico,básico,ALEJANDRIA
ALEJANDRÍA,URBANO,47.31818181818182,53.45454545454545,3169.0,50.38636363636364,2.9002483748457664,medio,básico,básico,ALEJANDRIA
ALGARROBO,RURAL,44.04651162790697,42.13953488372093,8678.0,43.09302325581395,-4.393092005703927,alto,básico,básico,ALGARROBO
ALGARROBO,URBANO,41.10833333333333,39.66666666666666,8678.0,40.38749999999999,-7.098615261517885,crítico,básico,básico,ALGARROBO
ALGECIRAS,RURAL,52.68852459016394,52.950819672131146,17036.0,52.81967213114754,5.333556869629668,bajo,básico,básico,ALGECIRAS
ALGECIRAS,URBANO,54.58695652173913,59.20652173913044,17036.0,56.89673913043478,9.410623868916907,bajo,básico,básico,ALGECIRAS
ALMAGUER,RURAL,45.35714285714285,46.52857142857143,199.0,45.942857142857136,-1.543258118660738,alto,básico,básico,ALMAGUER
ALMAGUER,URBANO,43.88333333333333,44.61666666666667,199.0,44.25,-3.236115261517874,alto,básico,básico,ALMAGUER
ALMEIDA,URBANO,48.0,51.0,550.0,49.5,2.013884738482126,medio,básico,básico,ALMEIDA
ALPUJARRA,RURAL,48.0,54.71428571428572,875.0,51.35714285714286,3.8710275956249873,medio,básico,básico,ALPUJARRA
ALPUJARRA,URBANO,48.66666666666666,51.22222222222222,875.0,49.94444444444444,2.458329182926569,medio,básico,básico,ALPUJARRA
ALTAMIRA,URBANO,48.8,51.22857142857143,5832.0,50.01428571428571,2.5281704527678386,medio,básico,básico,ALTAMIRA
ALTO BAUDÓ,RURAL,35.64912280701754,30.33333333333333,610.0,32.99122807017544,-14.494887191342436,crítico,básico,básico,ALTO BAUDO
ALTO BAUDÓ,URBANO,36.523809523809526,33.785714285714285,610.0,35.154761904761905,-12.331353356755969,crítico,básico,básico,ALTO BAUDO
ALTOS DEL ROSARIO,RURAL,39.270270270270274,43.0,501.0,41.13513513513514,-6.350980126382737,crítico,básico,básico,ALTOS DEL ROSARIO
ALTOS DEL ROSARIO,URBANO,43.24242424242424,46.81818181818182,501.0,45.03030303030303,-2.4558122312148427,alto,básico,básico,ALTOS DEL ROSARIO
ALVARADO,RURAL,48.09375,49.4375,5719.0,48.765625,1.2795097384821261,medio,básico,básico,ALVARADO
ALVARADO,URBANO,45.765957446808514,47.17021276595744,5719.0,46.46808510638297,-1.0180301551349018,alto,básico,básico,ALVARADO
AMAGÁ,RURAL,43.0,42.4,46495.0,42.7,-4.786115261517871,alto,básico,básico,AMAGA
AMAGÁ,URBANO,46.17040358744394,47.56502242152467,46495.0,46.8677130044843,-0.6184022570335728,alto,básico,básico,AMAGA
AMALFI,RURAL,47.2,48.333333333333336,26122.0,47.766666666666666,0.28055140514879184,medio,básico,básico,AMALFI
AMALFI,URBANO,45.38383838383838,48.17171717171717,26122.0,46.77777777777777,-0.7083374837401024,alto,básico,básico,AMALFI
AMBALEMA,RURAL,39.6,41.5,6772.0,40.55,-6.936115261517877,crítico,básico,básico,AMBALEMA
AMBALEMA,URBANO,46.54838709677419,52.38709677419355,6772.0,49.46774193548387,1.981626673965998,medio,básico,básico,AMBALEMA
ANAPOIMA,RURAL,49.54838709677419,51.516129032258064,25703.0,50.53225806451613,3.0461428029982542,medio,básico,básico,ANAPOIMA
ANAPOIMA,URBANO,49.0,51.80263157894737,25703.0,50.401315789473685,2.915200527955811,medio,básico,básico,ANAPOIMA
ANCUYÁ,RURAL,48.8421052631579,49.526315789473685,3690.0,49.184210526315795,1.6980952647979208,medio,básico,básico,ANCUYA
ANCUYÁ,URBANO,49.31481481481482,50.907407407407405,3690.0,50.111111111111114,2.6249958495932404,medio,básico,básico,ANCUYA
ANDALUCÍA,RURAL,41.766666666666666,40.56666666666667,24528.0,41.16666666666667,-6.3194485948512025,crítico,básico,básico,ANDALUCIA
ANDALUCÍA,URBANO,46.67153284671533,48.8029197080292,24528.0,47.737226277372265,0.25111101585439144,medio,básico,básico,ANDALUCIA
ANDES,RURAL,45.70744680851064,47.409574468085104,49060.0,46.558510638297875,-0.9276046232199988,alto,básico,básico,ANDES
ANDES,URBANO,52.50588235294118,54.588235294117645,49060.0,53.54705882352941,6.060943562011538,bajo,básico,básico,ANDES
ANGELÓPOLIS,RURAL,37.833333333333336,40.16666666666666,6900.0,39.0,-8.486115261517874,crítico,básico,básico,ANGELOPOLIS
ANGELÓPOLIS,URBANO,42.14634146341464,40.4390243902439,6900.0,41.29268292682927,-6.193432334688602,crítico,básico,básico,ANGELOPOLIS
ANGOSTURA,RURAL,40.490566037735846,39.698113207547166,3929.0,40.094339622641506,-7.391775638876368,crítico,básico,básico,ANGOSTURA
ANGOSTURA,URBANO,42.18181818181818,42.21818181818182,3929.0,42.2,-5.286115261517871,crítico,básico,básico,ANGOSTURA
ANOLAIMA,RURAL,51.0,53.42253521126761,19212.0,52.21126760563381,4.7251523441159335,medio,básico,básico,ANOLAIMA
ANOLAIMA,URBANO,52.82608695652174,58.57971014492754,19212.0,55.70289855072464,8.216783289206766,bajo,básico,básico,ANOLAIMA
ANORÍ,RURAL,39.27272727272727,39.532467532467535,19666.0,39.40259740259741,-8.083517858920466,crítico,básico,básico,ANORI
ANORÍ,URBANO,38.1764705882353,36.5108359133127,19666.0,37.343653250774,-10.142462010743877,crítico,básico,básico,ANORI
ANSERMA,RURAL,46.15,47.5125,43879.0,46.83125,-0.6548652615178767,alto,básico,básico,ANSERMA
ANSERMA,URBANO,48.377049180327866,48.91803278688525,43879.0,48.64754098360656,1.161425722088687,medio,básico,básico,ANSERMA
ANSERMANUEVO,RURAL,46.66666666666666,49.03703703703704,18421.0,47.85185185185185,0.36573659033397377,medio,básico,básico,ANSERMANUEVO
ANSERMANUEVO,URBANO,46.21917808219178,48.43835616438356,18421.0,47.328767123287676,-0.15734813823019778,alto,básico,básico,ANSERMANUEVO
ANZOÁTEGUI,RURAL,48.096774193548384,48.83870967741935,273.0,48.46774193548387,0.981626673965998,medio,básico,básico,ANZOATEGUI
ANZOÁTEGUI,URBANO,47.02325581395349,47.81395348837209,273.0,47.418604651162795,-0.06751061035507888,alto,básico,básico,ANZOATEGUI
ANZÁ,RURAL,43.372093023255815,42.627906976744185,,43.0,-4.486115261517874,alto,alto,alto,ANZA
ANZÁ,URBANO,45.54166666666666,45.875,,45.70833333333333,-1.7777819281845453,alto,alto,alto,ANZA
APARTADÓ,RURAL,45.75744680851064,47.11914893617021,257304.0,46.43829787234043,-1.047817389177446,alto,medio,medio,APARTADO
APARTADÓ,URBANO,46.169316375198726,47.3100158982512,257304.0,46.73966613672496,-0.7464491247929104,alto,medio,medio,APARTADO
APULO,URBANO,44.30769230769231,44.94871794871795,10004.0,44.628205128205124,-2.8579101333127497,alto,básico,básico,APULO
APÍA,RURAL,40.73913043478261,41.17391304347826,8715.0,40.95652173913044,-6.529593522387437,crítico,básico,básico,APIA
APÍA,URBANO,44.60747663551402,44.86915887850467,8715.0,44.73831775700934,-2.747797504508533,alto,básico,básico,APIA
AQUITANIA,RURAL,45.625,48.8125,8244.0,47.21875,-0.2673652615178739,alto,básico,básico,AQUITANIA
AQUITANIA,URBANO,48.54666666666667,49.12,8244.0,48.83333333333333,1.3472180718154547,medio,básico,básico,AQUITANIA
ARACATACA,RURAL,39.83529411764706,37.14117647058824,11181.0,38.48823529411765,-8.997879967400223,crítico,básico,básico,ARACATACA
ARACATACA,URBANO,42.90625,43.86328125,11181.0,43.384765625,-4.101349636517874,alto,básico,básico,ARACATACA
ARANZAZU,RURAL,54.4,53.7,8978.0,54.05,6.563884738482123,bajo,básico,básico,ARANZAZU
ARANZAZU,URBANO,46.01459854014598,46.24817518248175,8978.0,46.13138686131387,-1.354728400204003,alto,básico,básico,ARANZAZU
ARATOCA,RURAL,48.91228070175438,51.98245614035088,14548.0,50.44736842105263,2.961253159534756,medio,básico,básico,ARATOCA
ARATOCA,URBANO,48.829268292682926,49.609756097560975,14548.0,49.21951219512195,1.7333969336040767,medio,básico,básico,ARATOCA
ARAUCA,RURAL,42.2112676056338,43.15492957746479,107925.0,42.683098591549296,-4.803016669968578,alto,medio,medio,ARAUCA
ARAUCA,URBANO,47.50690754516472,49.54729011689692,107925.0,48.52709883103082,1.040983569512946,medio,medio,medio,ARAUCA
ARAUQUITA,RURAL,45.47234042553192,46.68510638297872,30056.0,46.078723404255314,-1.40739185726256,alto,básico,básico,ARAUQUITA
ARAUQUITA,URBANO,46.96470588235294,48.54705882352941,30056.0,47.75588235294117,0.26976709142329725,medio,básico,básico,ARAUQUITA
ARBELÁEZ,RURAL,53.45945945945946,54.83783783783784,2848.0,54.148648648648646,6.662533387130772,bajo,básico,básico,ARBELAEZ
ARBELÁEZ,URBANO,49.30508474576271,52.067796610169495,2848.0,50.686440677966104,3.20032541644823,medio,básico,básico,ARBELAEZ
ARBOLEDA,RURAL,45.51162790697674,46.13953488372093,1660.0,45.825581395348834,-1.6605338661690396,alto,básico,básico,ARBOLEDA
ARBOLEDA,URBANO,48.9,51.63333333333333,1660.0,50.266666666666666,2.780551405148792,medio,básico,básico,ARBOLEDA
ARBOLEDAS,RURAL,47.35064935064935,49.35064935064935,4510.0,48.35064935064935,0.8645340891314746,medio,básico,básico,ARBOLEDAS
ARBOLETES,RURAL,41.2834008097166,40.68016194331984,7820.0,40.98178137651822,-6.504333884999653,crítico,básico,básico,ARBOLETES
ARBOLETES,URBANO,45.28387096774193,45.66451612903226,7820.0,45.47419354838709,-2.011921713130782,alto,básico,básico,ARBOLETES
ARCABUCO,URBANO,49.910714285714285,51.5,3710.0,50.70535714285714,3.219241881339265,medio,básico,básico,ARCABUCO
ARENAL,RURAL,41.55882352941177,39.88235294117647,2268.0,40.720588235294116,-6.765527026223758,crítico,básico,básico,ARENAL
ARENAL,URBANO,40.35714285714285,41.33928571428572,2268.0,40.848214285714285,-6.637900975803589,crítico,básico,básico,ARENAL
ARGELIA,RURAL,44.91851851851852,45.14814814814815,7105.0,45.03333333333333,-2.4527819281845424,alto,básico,básico,ARGELIA
ARGELIA,URBANO,44.20967741935484,45.16129032258065,7105.0,44.685483870967744,-2.80063139055013,alto,básico,básico,ARGELIA
ARIGUANÍ,RURAL,45.27272727272727,44.44318181818182,10837.0,44.85795454545455,-2.628160716063327,alto,básico,básico,ARIGUANI
ARIGUANÍ,URBANO,45.45787545787546,47.1025641025641,10837.0,46.28021978021978,-1.2058954812980929,alto,básico,básico,ARIGUANI
ARJONA,RURAL,42.46363636363636,41.67272727272727,68014.0,42.06818181818181,-5.417933443336061,crítico,básico,básico,ARJONA
ARJONA,URBANO,44.276773296244784,44.43671766342142,68014.0,44.3567454798331,-3.1293697816847725,alto,básico,básico,ARJONA
ARMENIA,RURAL,57.16030534351145,59.01526717557252,868112.0,58.087786259541986,10.601670998024112,bajo,medio,medio,ARMENIA
ARMENIA,URBANO,52.20090759075907,53.992161716171616,868112.0,53.09653465346534,5.610419391947467,bajo,medio,medio,ARMENIA
ARMERO,RURAL,40.93333333333333,43.66666666666666,15488.0,42.3,-5.186115261517877,crítico,básico,básico,ARMERO
ARMERO,URBANO,45.27586206896552,45.04597701149425,15488.0,45.160919540229884,-2.32519572128799,alto,básico,básico,ARMERO
ARROYOHONDO,RURAL,40.63636363636363,40.45454545454545,2244.0,40.54545454545455,-6.940660716063327,crítico,básico,básico,ARROYOHONDO
ARROYOHONDO,URBANO,41.16923076923077,39.06153846153846,2244.0,40.11538461538461,-7.370730646133261,crítico,básico,básico,ARROYOHONDO
ASTREA,RURAL,42.8125,43.390625,2080.0,43.1015625,-4.384552761517874,alto,básico,básico,ASTREA
ASTREA,URBANO,44.241379310344826,46.26724137931034,2080.0,45.25431034482759,-2.2318049166902867,alto,básico,básico,ASTREA
ATACO,RURAL,42.688311688311686,44.09090909090909,5783.0,43.38961038961039,-4.096504871907484,alto,básico,básico,ATACO
ATACO,URBANO,43.696969696969695,43.53030303030303,5783.0,43.61363636363636,-3.872478897881514,alto,básico,básico,ATACO
ATRATO,RURAL,37.5,43.583333333333336,343.0,40.54166666666667,-6.9444485948512025,crítico,básico,básico,ATRATO
ATRATO,URBANO,38.06666666666667,45.1,343.0,41.583333333333336,-5.902781928184538,crítico,básico,básico,ATRATO
AYAPEL,RURAL,40.70940170940171,39.58119658119658,18320.0,40.14529914529915,-7.3408161162187255,crítico,básico,básico,AYAPEL
AYAPEL,URBANO,44.167808219178085,44.40068493150685,18320.0,44.284246575342465,-3.201868686175409,alto,básico,básico,AYAPEL
BAGADÓ,RURAL,34.72727272727273,28.318181818181817,860.0,31.522727272727273,-15.9633879887906,crítico,básico,básico,BAGADO
BAGADÓ,URBANO,42.6764705882353,42.85294117647059,860.0,42.76470588235294,-4.721409379164932,alto,básico,básico,BAGADO
BAHÍA SOLANO,RURAL,38.19047619047619,37.26190476190476,10837.0,37.726190476190474,-9.7599247853274,crítico,básico,básico,BAHIA SOLANO
BAHÍA SOLANO,URBANO,40.73214285714285,40.17857142857143,10837.0,40.45535714285714,-7.030758118660735,crítico,básico,básico,BAHIA SOLANO
BAJO BAUDÓ,RURAL,36.42028985507246,34.53623188405797,2468.0,35.47826086956522,-12.007854391952655,crítico,básico,básico,BAJO BAUDO
BAJO BAUDÓ,URBANO,41.578947368421055,41.81578947368421,2468.0,41.69736842105263,-5.788746840465244,crítico,básico,básico,BAJO BAUDO
BALBOA,RURAL,45.67333333333333,46.64,3260.0,46.156666666666666,-1.3294485948512076,alto,básico,básico,BALBOA
BALBOA,URBANO,46.43478260869565,48.17391304347826,3260.0,47.30434782608695,-0.18176743543092044,alto,básico,básico,BALBOA
BARANOA,RURAL,46.42622950819672,47.278688524590166,47104.0,46.85245901639344,-0.6336562451244347,alto,básico,básico,BARANOA
BARANOA,URBANO,46.62361623616236,47.90590405904059,47104.0,47.26476014760148,-0.2213551139163954,alto,básico,básico,BARANOA
BARAYA,RURAL,46.833333333333336,47.583333333333336,2302.0,47.208333333333336,-0.2777819281845382,alto,básico,básico,BARAYA
BARAYA,URBANO,50.57692307692308,53.26923076923077,2302.0,51.92307692307692,4.436961661559046,medio,básico,básico,BARAYA
BARBACOAS,RURAL,38.97196261682243,36.23364485981308,7929.0,37.60280373831776,-9.883311523200113,crítico,básico,básico,BARBACOAS
BARBACOAS,URBANO,39.48993288590604,39.85906040268456,7929.0,39.6744966442953,-7.811618617222571,crítico,básico,básico,BARBACOAS
BARBOSA,RURAL,47.10212765957447,47.625531914893614,136418.0,47.36382978723404,-0.12228547428383507,alto,medio,medio,BARBOSA
BARBOSA,URBANO,47.41463414634146,49.739329268292686,136418.0,48.576981707317074,1.0908664457992003,medio,medio,medio,BARBOSA
BARICHARA,RURAL,49.77777777777778,49.44444444444444,18712.0,49.611111111111114,2.1249958495932404,medio,básico,básico,BARICHARA
BARICHARA,URBANO,54.21428571428572,56.65714285714286,18712.0,55.43571428571429,7.9495990241964165,bajo,básico,básico,BARICHARA
BARRANCA DE UPÍA,RURAL,44.125,46.410714285714285,4231.0,45.26785714285714,-2.218258118660735,alto,básico,básico,BARRANCA DE UPIA
BARRANCA DE UPÍA,URBANO,37.7,36.6,4231.0,37.150000000000006,-10.336115261517868,crítico,básico,básico,BARRANCA DE UPIA
BARRANCABERMEJA,RURAL,49.86666666666667,51.77333333333333,438692.0,50.82,3.3338847384821264,medio,medio,medio,BARRANCABERMEJA
BARRANCABERMEJA,URBANO,51.85574837310195,52.85195227765727,438692.0,52.35385032537961,4.867735063861737,medio,medio,medio,BARRANCABERMEJA
BARRANCAS,RURAL,40.9375,41.375,25995.0,41.15625,-6.329865261517874,crítico,básico,básico,BARRANCAS
BARRANCAS,URBANO,43.63066202090592,44.08710801393728,25995.0,43.8588850174216,-3.6272302440962747,alto,básico,básico,BARRANCAS
BARRANCO DE LOBA,RURAL,40.0,39.74561403508772,2913.0,39.87280701754386,-7.613308243974011,crítico,básico,básico,BARRANCO DE LOBA
BARRANCO DE LOBA,URBANO,43.92,42.76,2913.0,43.34,-4.1461152615178705,alto,básico,básico,BARRANCO DE LOBA
BARRANCO MINAS,RURAL,39.815384615384616,38.215384615384615,1422.0,39.01538461538462,-8.470730646133255,crítico,básico,básico,BARRANCO MINAS
BARRANQUILLA,URBANO,50.13687659264652,51.5358572988715,2617615.0,50.83636694575901,3.3502516842411367,medio,alto,alto,BARRANQUILLA
BECERRIL,RURAL,46.66666666666666,46.0,6398.0,46.33333333333333,-1.1527819281845453,alto,básico,básico,BECERRIL
BECERRIL,URBANO,45.87096774193548,46.47741935483871,6398.0,46.174193548387095,-1.3119217131307792,alto,básico,básico,BECERRIL
BELALCÁZAR,RURAL,41.25,38.91666666666666,9622.0,40.08333333333333,-7.402781928184545,crítico,básico,básico,BELALCAZAR
BELALCÁZAR,URBANO,47.5625,47.828125,9622.0,47.6953125,0.20919723848212612,medio,básico,básico,BELALCAZAR
BELLO,RURAL,45.06666666666667,44.23809523809524,1501445.0,44.65238095238095,-2.833734309136922,alto,alto,alto,BELLO
BELLO,URBANO,48.898812142542894,50.20545534535856,1501445.0,49.552133743950726,2.0660184824328525,medio,alto,alto,BELLO
BELMIRA,RURAL,43.61363636363637,45.70454545454545,6632.0,44.65909090909091,-2.8270243524269674,alto,básico,básico,BELMIRA
BELMIRA,URBANO,46.46666666666667,47.5,6632.0,46.983333333333334,-0.5027819281845396,alto,básico,básico,BELMIRA
BELTRÁN,RURAL,47.785714285714285,51.142857142857146,549.0,49.464285714285715,1.9781704527678414,medio,básico,básico,BELTRAN
BELÉN,RURAL,48.4,52.68,7157.0,50.54,3.0538847384821253,medio,básico,básico,BELEN
BELÉN,URBANO,51.13157894736842,54.90350877192982,7157.0,53.01754385964912,5.531428598131249,bajo,básico,básico,BELEN
BELÉN DE BAJIRÁ,RURAL,40.735849056603776,42.16981132075472,,41.45283018867924,-6.0332850728386305,crítico,alto,alto,BELEN DE BAJIRA
BELÉN DE BAJIRÁ,URBANO,39.68115942028985,37.98550724637681,,38.83333333333333,-8.652781928184545,crítico,alto,alto,BELEN DE BAJIRA
BELÉN DE LOS ANDAQUÍES,RURAL,42.73684210526316,45.05263157894737,57.0,43.89473684210526,-3.5913784194126137,alto,básico,básico,BELEN DE LOS ANDAQUIES
BELÉN DE LOS ANDAQUÍES,URBANO,45.53968253968254,48.49206349206349,57.0,47.01587301587301,-0.4702422456448616,alto,básico,básico,BELEN DE LOS ANDAQUIES
BELÉN DE UMBRÍA,RURAL,42.693333333333335,42.13333333333333,34217.0,42.413333333333334,-5.07278192818454,alto,básico,básico,BELEN DE UMBRIA
BELÉN DE UMBRÍA,URBANO,45.32530120481928,46.21084337349398,34217.0,45.768072289156635,-1.7180429723612392,alto,básico,básico,BELEN DE UMBRIA
BERBEO,URBANO,56.11764705882353,54.05882352941177,448.0,55.08823529411765,7.602120032599778,bajo,básico,básico,BERBEO
BETANIA,RURAL,45.5,46.5,8997.0,46.0,-1.4861152615178739,alto,básico,básico,BETANIA
BETANIA,URBANO,43.56818181818182,44.68181818181818,8997.0,44.125,-3.361115261517874,alto,básico,básico,BETANIA
BETULIA,RURAL,43.20987654320987,43.53086419753087,15069.0,43.37037037037037,-4.115744891147507,alto,básico,básico,BETULIA
BETULIA,URBANO,43.68571428571428,44.40952380952381,15069.0,44.04761904761905,-3.438496213898823,alto,básico,básico,BETULIA
BETÉITIVA,RURAL,51.22222222222222,58.66666666666666,295.0,54.94444444444444,7.458329182926569,bajo,básico,básico,BETEITIVA
BETÉITIVA,URBANO,54.4,55.4,295.0,54.9,7.413884738482125,bajo,básico,básico,BETEITIVA
BITUIMA,URBANO,51.95238095238095,54.61904761904762,127.0,53.285714285714285,5.799599024196411,bajo,básico,básico,BITUIMA
BOAVITA,URBANO,53.80952380952381,57.23809523809524,1380.0,55.523809523809526,8.037694262291652,bajo,básico,básico,BOAVITA
BOCHALEMA,RURAL,53.0,53.66666666666666,4357.0,53.33333333333333,5.847218071815455,bajo,básico,básico,BOCHALEMA
BOCHALEMA,URBANO,52.12280701754386,54.03508771929825,4357.0,53.078947368421055,5.592832106903181,bajo,básico,básico,BOCHALEMA
BOGOTA,RURAL,55.48467966573816,57.67966573816156,21582604.0,56.58217270194986,9.096057440431984,bajo,alto,alto,BOGOTA
BOGOTA,URBANO,53.33435948228555,55.7067578600779,21582604.0,54.520558671181725,7.034443409663851,bajo,alto,alto,BOGOTA
BOJACÁ,RURAL,65.66666666666667,74.91666666666667,11863.0,70.29166666666667,22.805551405148798,bajo,básico,básico,BOJACA
BOJACÁ,URBANO,46.57471264367816,48.86206896551724,11863.0,47.7183908045977,0.23227554307982956,medio,básico,básico,BOJACA
BOJAYÁ,RURAL,35.13559322033898,30.033898305084747,1327.0,32.58474576271186,-14.901369498806012,crítico,básico,básico,BOJAYA
BOJAYÁ,URBANO,35.256410256410255,32.84615384615385,1327.0,34.05128205128205,-13.434833210235823,crítico,básico,básico,BOJAYA
BOLÍVAR,RURAL,45.45294117647059,47.33529411764706,12250.0,46.39411764705882,-1.0919976144590535,alto,básico,básico,BOLIVAR
BOLÍVAR,URBANO,48.23809523809524,50.41428571428571,12250.0,49.326190476190476,1.840075214672602,medio,básico,básico,BOLIVAR
BOSCONIA,RURAL,48.66666666666666,49.66666666666666,26917.0,49.16666666666666,1.6805514051487833,medio,básico,básico,BOSCONIA
BOSCONIA,URBANO,43.7995444191344,43.64692482915718,26917.0,43.72323462414579,-3.762880637372085,alto,básico,básico,BOSCONIA
BOYACÁ,RURAL,49.0,51.588235294117645,1689.0,50.294117647058826,2.808002385540952,medio,básico,básico,BOYACA
BOYACÁ,URBANO,50.285714285714285,54.17857142857143,1689.0,52.23214285714286,4.746027595624987,medio,básico,básico,BOYACA
BRICEÑO,RURAL,40.7,35.7,5875.0,38.2,-9.286115261517871,crítico,básico,básico,BRICENO
BRICEÑO,URBANO,46.55,50.15,5875.0,48.349999999999994,0.8638847384821204,medio,básico,básico,BRICENO
BUCARAMANGA,RURAL,48.950819672131146,49.32786885245902,1502370.0,49.13934426229508,1.653229000777209,medio,alto,alto,BUCARAMANGA
BUCARAMANGA,URBANO,54.64437522902162,57.321729571271526,1502370.0,55.983052400146576,8.496937138628702,bajo,alto,alto,BUCARAMANGA
BUCARASICA,URBANO,44.78125,46.6875,1122.0,45.734375,-1.7517402615178739,alto,básico,básico,BUCARASICA
BUENAVENTURA,RURAL,39.03105590062112,37.12732919254658,241504.0,38.079192546583855,-9.40692271493402,crítico,medio,medio,BUENAVENTURA
BUENAVENTURA,URBANO,43.66443661971831,44.195774647887326,241504.0,43.93010563380282,-3.5560096277150564,alto,medio,medio,BUENAVENTURA
BUENAVISTA,RURAL,44.234042553191486,43.51063829787234,14308.0,43.87234042553192,-3.613774835985957,alto,básico,básico,BUENAVISTA
BUENAVISTA,URBANO,45.77848101265823,46.79430379746835,14308.0,46.286392405063296,-1.1997228564545779,alto,básico,básico,BUENAVISTA
BUENOS AIRES,RURAL,39.74747474747475,39.24747474747475,4165.0,39.49747474747475,-7.9886405140431265,crítico,básico,básico,BUENOS AIRES
BUENOS AIRES,URBANO,48.0,49.5625,4165.0,48.78125,1.2951347384821261,medio,básico,básico,BUENOS AIRES
BUESACO,RURAL,50.28712871287129,51.2970297029703,14420.0,50.79207920792079,3.305963946402919,medio,básico,básico,BUESACO
BUESACO,URBANO,51.265957446808514,51.98936170212766,14420.0,51.62765957446808,4.141544312950209,medio,básico,básico,BUESACO
