municipio,zona,promedio_ciencias,promedio_matematicas,total_accesos_internet
ALGARROBO,URBANO,41.108333333333334,39.666666666666664,8678.0
ALGECIRAS,RURAL,52.68852459016394,52.950819672131146,17036.0
ALGECIRAS,URBANO,54.58695652173913,59.20652173913044,17036.0
ALMAGUER,RURAL,45.357142857142854,46.52857142857143,199.0
ALMAGUER,URBANO,43.88333333333333,44.61666666666667,199.0
ALMEIDA,URBANO,48.0,51.0,550.0
ALPUJARRA,RURAL,48.0,54.714285714285715,875.0
ALPUJARRA,URBANO,48.666666666666664,51.22222222222222,875.0
ALTAMIRA,URBANO,48.8,51.22857142857143,5832.0
ALTO BAUDÓ,RURAL,35.64912280701754,30.333333333333332,610.0
ALTO BAUDÓ,URBANO,36.523809523809526,33.785714285714285,610.0
ALTOS DEL ROSARIO,RURAL,39.270270270270274,43.0,501.0
ALTOS DEL ROSARIO,URBANO,43.24242424242424,46.81818181818182,501.0
ALVARADO,RURAL,48.09375,49.4375,5719.0
ALVARADO,URBANO,45.765957446808514,47.170212765957444,5719.0
AMAGÁ,RURAL,43.0,42.4,46495.0
AMAGÁ,URBANO,46.17040358744394,47.56502242152467,46495.0
AMALFI,RURAL,47.2,48.333333333333336,26122.0
AMALFI,URBANO,45.38383838383838,48.17171717171717,26122.0
AMBALEMA,RURAL,39.6,41.5,6772.0
AMBALEMA,URBANO,46.54838709677419,52.38709677419355,6772.0
ANAPOIMA,RURAL,49.54838709677419,51.516129032258064,25703.0
ANAPOIMA,URBANO,49.0,51.80263157894737,25703.0
ANCUYÁ,RURAL,48.8421052631579,49.526315789473685,3690.0
ANCUYÁ,URBANO,49.31481481481482,50.907407407407405,3690.0
ANDALUCÍA,RURAL,41.766666666666666,40.56666666666667,24528.0
ANDALUCÍA,URBANO,46.67153284671533,48.802919708029194,24528.0
ANDES,RURAL,45.70744680851064,47.409574468085104,49060.0
ANDES,URBANO,52.50588235294118,54.588235294117645,49060.0
ANGELÓPOLIS,RURAL,37.833333333333336,40.166666666666664,6900.0
ANGELÓPOLIS,URBANO,42.146341463414636,40.4390243902439,6900.0
ANGOSTURA,RURAL,40.490566037735846,39.698113207547166,3929.0
ANGOSTURA,URBANO,42.18181818181818,42.21818181818182,3929.0
ANOLAIMA,RURAL,51.0,53.42253521126761,19212.0
ANOLAIMA,URBANO,52.82608695652174,58.57971014492754,19212.0
ANORÍ,RURAL,39.27272727272727,39.532467532467535,19666.0
ANORÍ,URBANO,38.1764705882353,36.5108359133127,19666.0
ANSERMA,RURAL,46.15,47.5125,43879.0
ANSERMA,URBANO,48.377049180327866,48.91803278688525,43879.0
ANSERMANUEVO,RURAL,46.666666666666664,49.03703703703704,18421.0
ANSERMANUEVO,URBANO,46.21917808219178,48.43835616438356,18421.0
ANZOÁTEGUI,RURAL,48.096774193548384,48.83870967741935,273.0
ANZOÁTEGUI,URBANO,47.02325581395349,47.81395348837209,273.0
ANZÁ,RURAL,43.372093023255815,42.627906976744185,
ANZÁ,URBANO,45.541666666666664,45.875,
APARTADÓ,RURAL,45.757446808510636,47.11914893617021,257304.0
APARTADÓ,URBANO,46.169316375198726,47.310015898251194,257304.0
APULO,URBANO,44.30769230769231,44.94871794871795,10004.0
APÍA,RURAL,40.73913043478261,41.17391304347826,8715.0
APÍA,URBANO,44.60747663551402,44.86915887850467,8715.0
AQUITANIA,RURAL,45.625,48.8125,8244.0
AQUITANIA,URBANO,48.54666666666667,49.12,8244.0
ARACATACA,RURAL,39.83529411764706,37.141176470588235,11181.0
ARACATACA,URBANO,42.90625,43.86328125,11181.0
ARANZAZU,RURAL,54.4,53.7,8978.0
ARANZAZU,URBANO,46.01459854014598,46.24817518248175,8978.0
ARATOCA,RURAL,48.91228070175438,51.98245614035088,14548.0
ARATOCA,URBANO,48.829268292682926,49.609756097560975,14548.0
ARAUCA,RURAL,42.2112676056338,43.15492957746479,107925.0
ARAUCA,URBANO,47.506907545164715,49.54729011689692,107925.0
ARAUQUITA,RURAL,45.47234042553192,46.685106382978724,30056.0
ARAUQUITA,URBANO,46.96470588235294,48.54705882352941,30056.0
ARBELÁEZ,RURAL,53.45945945945946,54.83783783783784,2848.0
ARBELÁEZ,URBANO,49.30508474576271,52.067796610169495,2848.0
ARBOLEDA,RURAL,45.51162790697674,46.13953488372093,1660.0
ARBOLEDA,URBANO,48.9,51.63333333333333,1660.0
ARBOLEDAS,RURAL,47.35064935064935,49.35064935064935,4510.0
ARBOLETES,RURAL,41.283400809716596,40.68016194331984,7820.0
ARBOLETES,URBANO,45.28387096774193,45.66451612903226,7820.0
ARCABUCO,URBANO,49.910714285714285,51.5,3710.0
ARENAL,RURAL,41.55882352941177,39.88235294117647,2268.0
ARENAL,URBANO,40.357142857142854,41.339285714285715,2268.0
ARGELIA,RURAL,44.91851851851852,45.148148148148145,7105.0
ARGELIA,URBANO,44.20967741935484,45.16129032258065,7105.0
ARIGUANÍ,RURAL,45.27272727272727,44.44318181818182,10837.0
ARIGUANÍ,URBANO,45.45787545787546,47.1025641025641,10837.0
ARJONA,RURAL,42.46363636363636,41.67272727272727,68014.0
ARJONA,URBANO,44.276773296244784,44.43671766342142,68014.0
ARMENIA,RURAL,57.16030534351145,59.01526717557252,868112.0
ARMENIA,URBANO,52.20090759075907,53.992161716171616,868112.0
ARMERO,RURAL,40.93333333333333,43.666666666666664,15488.0
ARMERO,URBANO,45.275862068965516,45.04597701149425,15488.0
ARROYOHONDO,RURAL,40.63636363636363,40.45454545454545,2244.0
ARROYOHONDO,URBANO,41.16923076923077,39.06153846153846,2244.0
ASTREA,RURAL,42.8125,43.390625,2080.0
ASTREA,URBANO,44.241379310344826,46.26724137931034,2080.0
ATACO,RURAL,42.688311688311686,44.09090909090909,5783.0
ATACO,URBANO,43.696969696969695,43.53030303030303,5783.0
ATRATO,RURAL,37.5,43.583333333333336,343.0
ATRATO,URBANO,38.06666666666667,45.1,343.0
AYAPEL,RURAL,40.70940170940171,39.58119658119658,18320.0
AYAPEL,URBANO,44.167808219178085,44.40068493150685,18320.0
BAGADÓ,RURAL,34.72727272727273,28.318181818181817,860.0
BAGADÓ,URBANO,42.6764705882353,42.85294117647059,860.0
BAHÍA SOLANO,RURAL,38.19047619047619,37.26190476190476,10837.0
BAHÍA SOLANO,URBANO,40.732142857142854,40.17857142857143,10837.0
BAJO BAUDÓ,RURAL,36.42028985507246,34.53623188405797,2468.0
BAJO BAUDÓ,URBANO,41.578947368421055,41.81578947368421,2468.0
BALBOA,RURAL,45.67333333333333,46.64,3260.0
BALBOA,URBANO,46.43478260869565,48.17391304347826,3260.0
BARANOA,RURAL,46.42622950819672,47.278688524590166,47104.0
BARANOA,URBANO,46.62361623616236,47.90590405904059,47104.0
BARAYA,RURAL,46.833333333333336,47.583333333333336,2302.0
BARAYA,URBANO,50.57692307692308,53.26923076923077,2302.0
BARBACOAS,RURAL,38.97196261682243,36.23364485981308,7929.0
BARBACOAS,URBANO,39.48993288590604,39.85906040268456,7929.0
BARBOSA,RURAL,47.10212765957447,47.625531914893614,136418.0
BARBOSA,URBANO,47.41463414634146,49.739329268292686,136418.0
BARICHARA,RURAL,49.77777777777778,49.44444444444444,18712.0
BARICHARA,URBANO,54.214285714285715,56.65714285714286,18712.0
BARRANCA DE UPÍA,RURAL,44.125,46.410714285714285,4231.0
BARRANCA DE UPÍA,URBANO,37.7,36.6,4231.0
BARRANCABERMEJA,RURAL,49.86666666666667,51.77333333333333,438692.0
BARRANCABERMEJA,URBANO,51.85574837310195,52.85195227765727,438692.0
BARRANCAS,RURAL,40.9375,41.375,25995.0
BARRANCAS,URBANO,43.63066202090592,44.08710801393728,25995.0
BARRANCO DE LOBA,RURAL,40.0,39.74561403508772,2913.0
BARRANCO DE LOBA,URBANO,43.92,42.76,2913.0
BARRANCO MINAS,RURAL,39.815384615384616,38.215384615384615,1422.0
BARRANQUILLA,URBANO,50.13687659264652,51.5358572988715,2617615.0
BECERRIL,RURAL,46.666666666666664,46.0,6398.0
BECERRIL,URBANO,45.87096774193548,46.47741935483871,6398.0
BELALCÁZAR,RURAL,41.25,38.916666666666664,9622.0
BELALCÁZAR,URBANO,47.5625,47.828125,9622.0
BELLO,RURAL,45.06666666666667,44.23809523809524,1501445.0
BELLO,URBANO,48.898812142542894,50.20545534535856,1501445.0
BELMIRA,RURAL,43.61363636363637,45.70454545454545,6632.0
BELMIRA,URBANO,46.46666666666667,47.5,6632.0
BELTRÁN,RURAL,47.785714285714285,51.142857142857146,549.0
BELÉN,RURAL,48.4,52.68,7157.0
BELÉN,URBANO,51.13157894736842,54.90350877192982,7157.0
BELÉN DE BAJIRÁ,RURAL,40.735849056603776,42.16981132075472,
BELÉN DE BAJIRÁ,URBANO,39.68115942028985,37.98550724637681,
BELÉN DE LOS ANDAQUÍES,RURAL,42.73684210526316,45.05263157894737,57.0
BELÉN DE LOS ANDAQUÍES,URBANO,45.53968253968254,48.492063492063494,57.0
BELÉN DE UMBRÍA,RURAL,42.693333333333335,42.13333333333333,34217.0
BELÉN DE UMBRÍA,URBANO,45.325301204819276,46.21084337349398,34217.0
BERBEO,URBANO,56.11764705882353,54.05882352941177,448.0
BETANIA,RURAL,45.5,46.5,8997.0
BETANIA,URBANO,43.56818181818182,44.68181818181818,8997.0
BETULIA,RURAL,43.20987654320987,43.53086419753087,15069.0
BETULIA,URBANO,43.68571428571428,44.40952380952381,15069.0
BETÉITIVA,RURAL,51.22222222222222,58.666666666666664,295.0
BETÉITIVA,URBANO,54.4,55.4,295.0
BITUIMA,URBANO,51.95238095238095,54.61904761904762,127.0
BOAVITA,URBANO,53.80952380952381,57.23809523809524,1380.0
BOCHALEMA,RURAL,53.0,53.666666666666664,4357.0
BOCHALEMA,URBANO,52.12280701754386,54.03508771929825,4357.0
BOGOTA,RURAL,55.48467966573816,57.67966573816156,21582604.0
BOGOTA,URBANO,53.33435948228555,55.7067578600779,21582604.0
BOJACÁ,RURAL,65.66666666666667,74.91666666666667,11863.0
BOJACÁ,URBANO,46.57471264367816,48.86206896551724,11863.0
BOJAYÁ,RURAL,35.13559322033898,30.033898305084747,1327.0
BOJAYÁ,URBANO,35.256410256410255,32.84615384615385,1327.0
BOLÍVAR,RURAL,45.45294117647059,47.33529411764706,12250.0
BOLÍVAR,URBANO,48.23809523809524,50.41428571428571,12250.0
BOSCONIA,RURAL,48.666666666666664,49.666666666666664,26917.0
BOSCONIA,URBANO,43.7995444191344,43.64692482915718,26917.0
BOYACÁ,RURAL,49.0,51.588235294117645,1689.0
BOYACÁ,URBANO,50.285714285714285,54.17857142857143,1689.0
BRICEÑO,RURAL,40.7,35.7,5875.0
BRICEÑO,URBANO,46.55,50.15,5875.0
BUCARAMANGA,RURAL,48.950819672131146,49.32786885245902,1502370.0
BUCARAMANGA,URBANO,54.64437522902162,57.321729571271526,1502370.0
BUCARASICA,URBANO,44.78125,46.6875,1122.0
BUENAVENTURA,RURAL,39.03105590062112,37.12732919254658,241504.0
BUENAVENTURA,URBANO,43.66443661971831,44.195774647887326,241504.0
BUENAVISTA,RURAL,44.234042553191486,43.51063829787234,14308.0
BUENAVISTA,URBANO,45.778481012658226,46.79430379746835,14308.0
BUENOS AIRES,RURAL,39.74747474747475,39.24747474747475,4165.0
BUENOS AIRES,URBANO,48.0,49.5625,4165.0
BUESACO,RURAL,50.28712871287129,51.2970297029703,14420.0
BUESACO,URBANO,51.265957446808514,51.98936170212766,14420.0
BUGALAGRANDE,RURAL,46.870370370370374,47.129629629629626,25386.0
BUGALAGRANDE,URBANO,46.56172839506173,47.376543209876544,25386.0
BURITICÁ,RURAL,44.45161290322581,45.32258064516129,8685.0
BURITICÁ,URBANO,43.96969696969697,39.06060606060606,8685.0
BUSBANZÁ,URBANO,43.666666666666664,42.666666666666664,483.0
CABRERA,URBANO,48.47826086956522,51.52173913043478,726.0
CABUYARO,URBANO,46.30952380952381,47.30952380952381,4579.0
CACHIPAY,RURAL,40.0,44.526315789473685,7372.0
CACHIPAY,URBANO,49.5,50.0,7372.0
CAICEDO,RURAL,39.72857142857143,38.22857142857143,5339.0
CAICEDO,URBANO,43.732142857142854,45.464285714285715,5339.0
CAICEDONIA,RURAL,45.05882352941177,47.19607843137255,41321.0
CAICEDONIA,URBANO,47.96610169491525,49.186440677966104,41321.0
CAIMITO,RURAL,41.12903225806452,39.483870967741936,570.0
CAIMITO,URBANO,40.625,39.68181818181818,570.0
CAJAMARCA,RURAL,48.35294117647059,50.73529411764706,9049.0
CAJAMARCA,URBANO,47.032051282051285,48.37820512820513,9049.0
CAJIBÍO,RURAL,46.083333333333336,46.79347826086956,2114.0
CAJIBÍO,URBANO,46.0625,45.515625,2114.0
CAJICÁ,RURAL,57.885504201680675,60.80357142857143,319188.0
CAJICÁ,URBANO,53.25092250922509,55.91881918819188,319188.0
CALAMAR,RURAL,42.58252427184466,41.70873786407767,7548.0
CALAMAR,URBANO,40.78761061946903,38.623893805309734,7548.0
CALARCÁ,RURAL,51.33536585365854,52.9390243902439,108245.0
CALARCÁ,URBANO,50.59718969555035,54.704918032786885,108245.0
CALDAS,RURAL,53.46363636363636,56.96363636363636,218475.0
CALDAS,URBANO,48.63220338983051,50.81186440677966,218475.0
CALDONO,RURAL,42.8006230529595,41.099688473520246,5231.0
CALDONO,URBANO,42.83783783783784,41.16216216216216,5231.0
CALI,RURAL,57.45600612088753,59.57995409334354,5011479.0
CALI,URBANO,52.87827644404643,54.46340371301622,5011479.0
CALIFORNIA,URBANO,53.42857142857143,54.42857142857143,803.0
CALIMA,RURAL,54.095238095238095,58.0,24048.0
CALIMA,URBANO,49.8780487804878,52.65243902439025,24048.0
CALOTO,RURAL,42.6625,41.675,7717.0
CALOTO,URBANO,44.4393063583815,44.971098265895954,7717.0
CAMPAMENTO,RURAL,41.513513513513516,42.37837837837838,4491.0
CAMPAMENTO,URBANO,47.0,47.38709677419355,4491.0
CAMPO DE LA CRUZ,RURAL,39.81481481481482,39.96296296296296,5558.0
CAMPO DE LA CRUZ,URBANO,42.68023255813954,43.91860465116279,5558.0
CAMPOALEGRE,RURAL,45.77777777777778,46.074074074074076,27274.0
CAMPOALEGRE,URBANO,46.92363636363636,47.02181818181818,27274.0
CAMPOHERMOSO,RURAL,51.416666666666664,54.5,344.0
CAMPOHERMOSO,URBANO,54.09090909090909,49.09090909090909,344.0
CANALETE,RURAL,42.51282051282051,41.43589743589744,1865.0
CANALETE,URBANO,46.69491525423729,45.96610169491525,1865.0
CANDELARIA,RURAL,48.14990512333966,48.98861480075902,188394.0
CANDELARIA,URBANO,49.97234042553192,50.11914893617021,188394.0
CANTAGALLO,URBANO,44.10294117647059,44.529411764705884,1024.0
CAPARRAPÍ,RURAL,48.391304347826086,49.06521739130435,9651.0
CAPARRAPÍ,URBANO,49.58620689655172,52.62068965517241,9651.0
CAPITANEJO,RURAL,40.76923076923077,41.30769230769231,1725.0
CAPITANEJO,URBANO,49.68421052631579,54.38157894736842,1725.0
CARACOLÍ,URBANO,45.73076923076923,47.76923076923077,2917.0
CARAMANTA,RURAL,40.857142857142854,43.0,4430.0
CARAMANTA,URBANO,45.25,47.95454545454545,4430.0
CARCASÍ,RURAL,48.40816326530612,52.36734693877551,322.0
CAREPA,RURAL,41.25,42.510416666666664,61601.0
CAREPA,URBANO,45.735368956743,48.905852417302796,61601.0
CARMEN DE APICALÁ,URBANO,45.467213114754095,46.942622950819676,21732.0
CARMEN DE CARUPA,RURAL,49.17391304347826,52.30434782608695,5315.0
CARMEN DE CARUPA,URBANO,46.68181818181818,49.81818181818182,5315.0
CARMEN DEL DARIÉN,RURAL,41.74193548387097,41.61290322580645,1607.0
CARMEN DEL DARIÉN,URBANO,36.96551724137931,35.758620689655174,1607.0
CAROLINA,URBANO,47.21212121212121,46.15151515151515,4891.0
CARTAGENA DE INDIAS,RURAL,46.59022852639874,46.32466509062254,
CARTAGENA DE INDIAS,URBANO,48.05721437511175,48.667977829429645,
CARTAGENA DEL CHAIRÁ,RURAL,41.708333333333336,42.041666666666664,3800.0
CARTAGENA DEL CHAIRÁ,URBANO,44.89102564102564,47.43589743589744,3800.0
CARTAGO,RURAL,49.0,49.32727272727273,268521.0
CARTAGO,URBANO,50.26312154696133,52.485497237569064,268521.0
CASABIANCA,RURAL,47.1764705882353,45.529411764705884,268.0
CASABIANCA,URBANO,48.0,50.22727272727273,268.0
CASTILLA LA NUEVA,RURAL,48.75,47.611111111111114,10664.0
CASTILLA LA NUEVA,URBANO,47.69747899159664,49.403361344537814,10664.0
CAUCASIA,RURAL,39.36893203883495,39.29126213592233,123021.0
CAUCASIA,URBANO,48.67062634989201,51.169546436285096,123021.0
CAÑASGORDAS,RURAL,43.34117647058824,43.411764705882355,9717.0
CAÑASGORDAS,URBANO,46.159574468085104,44.43617021276596,9717.0
CEPITÁ,RURAL,47.666666666666664,44.333333333333336,604.0
CEPITÁ,URBANO,48.266666666666666,54.13333333333333,604.0
CERETÉ,RURAL,46.43603133159269,46.43342036553525,82463.0
CERETÉ,URBANO,49.506038647343,49.67391304347826,82463.0
CERINZA,URBANO,56.41935483870968,56.83870967741935,3957.0
CERRITO,RURAL,47.88235294117647,50.588235294117645,2255.0
CERRITO,URBANO,54.140625,56.78125,2255.0
CERRO DE SAN ANTONIO,RURAL,40.49315068493151,35.38356164383562,
CHACHAGÜÍ,RURAL,47.42857142857143,46.642857142857146,12892.0
CHACHAGÜÍ,URBANO,49.231884057971016,51.333333333333336,12892.0
CHAGUANÍ,URBANO,51.92857142857143,55.642857142857146,807.0
CHALÁN,URBANO,43.638888888888886,39.75,311.0
CHAPARRAL,RURAL,42.89171974522293,44.00636942675159,39771.0
CHAPARRAL,URBANO,47.726224783861674,48.76080691642651,39771.0
CHARALÁ,RURAL,51.0,52.5,10979.0
CHARALÁ,URBANO,55.385714285714286,60.035714285714285,10979.0
CHARTA,URBANO,45.94444444444444,54.55555555555556,728.0
CHIGORODÓ,RURAL,42.68981481481482,43.476851851851855,89707.0
CHIGORODÓ,URBANO,46.43310657596372,48.26984126984127,89707.0
CHIMA,URBANO,50.13636363636363,51.90909090909091,915.0
CHIMICHAGUA,RURAL,41.225,42.275,3451.0
CHIMICHAGUA,URBANO,45.04891304347826,45.75,3451.0
CHIMÁ,RURAL,44.180952380952384,43.266666666666666,3657.0
CHIMÁ,URBANO,47.507936507936506,47.79365079365079,3657.0
CHINAVITA,RURAL,39.0,46.5,562.0
CHINAVITA,URBANO,51.46153846153846,52.57692307692308,562.0
CHINCHINÁ,RURAL,45.87719298245614,45.80701754385965,75748.0
CHINCHINÁ,URBANO,50.57102272727273,51.59375,75748.0
CHINÁCOTA,URBANO,51.351351351351354,54.47027027027027,14247.0
CHINÚ,RURAL,48.994082840236686,49.071005917159766,22356.0
CHINÚ,URBANO,51.800664451827245,51.52823920265781,22356.0
CHIPAQUE,RURAL,47.5,51.7,8760.0
CHIPAQUE,URBANO,52.92982456140351,58.578947368421055,8760.0
CHIPATÁ,RURAL,51.78260869565217,57.69565217391305,1425.0
CHIPATÁ,URBANO,52.526315789473685,54.89473684210526,1425.0
CHIQUINQUIRÁ,RURAL,46.470588235294116,47.8235294117647,68931.0
CHIQUINQUIRÁ,URBANO,51.61756373937677,54.434844192634564,68931.0
CHIRIGUANÁ,RURAL,42.66304347826087,44.08695652173913,8882.0
CHIRIGUANÁ,URBANO,44.0,43.776119402985074,8882.0
CHISCAS,RURAL,48.888888888888886,50.74074074074074,505.0
CHITA,RURAL,46.13636363636363,47.40909090909091,795.0
CHITA,URBANO,47.174418604651166,49.627906976744185,795.0
CHITAGÁ,URBANO,51.0,50.74683544303797,1595.0
CHITARAQUE,RURAL,46.92307692307692,51.09615384615385,509.0
CHIVATÁ,URBANO,49.94444444444444,55.55555555555556,2145.0
CHIVOLO,RURAL,41.30769230769231,40.82051282051282,253.0
CHIVOLO,URBANO,42.37735849056604,44.15094339622642,253.0
CHIVOR,URBANO,46.625,48.3125,448.0
CHOACHÍ,RURAL,52.970588235294116,54.455882352941174,8024.0
CHOACHÍ,URBANO,51.625,54.982142857142854,8024.0
CHOCONTÁ,URBANO,51.61658031088083,55.49222797927461,28686.0
CHÁMEZA,URBANO,48.92857142857143,48.07142857142857,
CHÍA,RURAL,59.0896921017403,61.930388219544845,473941.0
CHÍA,URBANO,51.67341772151899,53.71223628691983,473941.0
CHÍQUIZA,RURAL,47.05882352941177,48.85294117647059,724.0
CICUCO,RURAL,42.088235294117645,44.26470588235294,3008.0
CICUCO,URBANO,44.94174757281554,44.85436893203884,3008.0
CIMITARRA,RURAL,44.17171717171717,44.111111111111114,18995.0
CIMITARRA,URBANO,46.61065573770492,48.90573770491803,18995.0
CIRCASIA,URBANO,50.97570850202429,52.983805668016196,50179.0
CISNEROS,RURAL,48.45454545454545,52.81818181818182,15761.0
CISNEROS,URBANO,46.6578947368421,49.85526315789474,15761.0
CIUDAD BOLÍVAR,RURAL,47.65853658536585,48.36585365853659,17302.0
CIUDAD BOLÍVAR,URBANO,47.27439024390244,50.38414634146341,17302.0
CIÉNAGA,RURAL,43.829268292682926,44.0609756097561,116485.0
CIÉNAGA,URBANO,43.84600938967136,44.08638497652582,116485.0
CIÉNAGA DE ORO,RURAL,46.485838779956424,45.91721132897604,12868.0
CIÉNAGA DE ORO,URBANO,48.15897435897436,46.91794871794872,12868.0
CIÉNEGA,RURAL,50.142857142857146,52.0,2960.0
CIÉNEGA,URBANO,51.31578947368421,54.78947368421053,2960.0
CLEMENCIA,RURAL,41.27272727272727,42.0,2605.0
CLEMENCIA,URBANO,39.36521739130435,36.356521739130436,2605.0
COCORNÁ,RURAL,45.89041095890411,48.36986301369863,27498.0
COCORNÁ,URBANO,51.25,54.46153846153846,27498.0
COELLO,RURAL,42.375,43.32142857142857,4492.0
COELLO,URBANO,49.526315789473685,48.94736842105263,4492.0
COGUA,RURAL,52.49101796407186,54.8502994011976,24518.0
COGUA,URBANO,51.52173913043478,54.880434782608695,24518.0
COLOMBIA,RURAL,48.4,50.6,4117.0
COLOMBIA,URBANO,47.916666666666664,51.55555555555556,4117.0
COLOSÓ,RURAL,44.93333333333333,44.6,
COLOSÓ,URBANO,45.21052631578947,48.280701754385966,
COLÓN,RURAL,45.65853658536585,47.853658536585364,4766.0
COLÓN,URBANO,51.703125,55.421875,4766.0
CONCEPCIÓN,RURAL,49.714285714285715,50.91428571428571,5656.0
CONCEPCIÓN,URBANO,52.22857142857143,55.6,5656.0
CONCORDIA,RURAL,41.12903225806452,40.34193548387097,11125.0
CONCORDIA,URBANO,44.028901734104046,44.138728323699425,11125.0
CONDOTO,RURAL,39.61538461538461,40.0,8350.0
CONDOTO,URBANO,40.851851851851855,41.89506172839506,8350.0
CONFINES,URBANO,44.875,48.8125,4253.0
CONSACÁ,RURAL,47.05263157894737,48.1578947368421,1281.0
CONSACÁ,URBANO,48.690140845070424,51.971830985915496,1281.0
CONTADERO,RURAL,50.0,55.09090909090909,3003.0
CONTADERO,URBANO,53.42424242424242,54.90909090909091,3003.0
CONTRATACIÓN,RURAL,52.0,36.0,2699.0
CONTRATACIÓN,URBANO,55.02439024390244,60.4390243902439,2699.0
CONVENCIÓN,RURAL,46.05769230769231,45.44230769230769,2285.0
CONVENCIÓN,URBANO,47.604651162790695,49.73255813953488,2285.0
COPACABANA,RURAL,50.97959183673469,50.98979591836735,234637.0
COPACABANA,URBANO,50.984042553191486,52.9188829787234,234637.0
COPER,RURAL,51.25,55.75,990.0
COPER,URBANO,49.0,54.35294117647059,990.0
CORINTO,RURAL,42.540983606557376,43.22950819672131,20324.0
CORINTO,URBANO,45.534591194968556,46.64779874213836,20324.0
COROMORO,RURAL,49.64,51.72,988.0
COROMORO,URBANO,54.142857142857146,61.857142857142854,988.0
COROZAL,RURAL,46.357723577235774,45.90243902439025,58010.0
COROZAL,URBANO,51.747252747252745,53.004120879120876,58010.0
CORRALES,URBANO,51.27777777777778,54.5,1328.0
COTA,RURAL,63.17745803357314,66.20263788968825,112683.0
COTA,URBANO,52.84615384615385,55.28744939271255,112683.0
COTORRA,RURAL,44.61194029850746,43.74626865671642,4421.0
COTORRA,URBANO,45.25,44.375,4421.0
COVARACHÍA,URBANO,49.69565217391305,51.82608695652174,618.0
COVEÑAS,RURAL,47.098591549295776,48.732394366197184,21639.0
COVEÑAS,URBANO,46.505494505494504,46.879120879120876,21639.0
COYAIMA,RURAL,41.04210526315789,39.310526315789474,5798.0
COYAIMA,URBANO,41.39506172839506,43.148148148148145,5798.0
CRAVO NORTE,URBANO,45.72727272727273,45.38181818181818,3556.0
CUASPÚD,RURAL,43.0,39.375,
CUASPÚD,URBANO,49.54761904761905,52.19047619047619,
CUBARRAL,URBANO,48.0,50.738461538461536,4963.0
CUBARÁ,URBANO,50.21951219512195,51.34146341463415,2519.0
CUCAITA,RURAL,48.0,50.73076923076923,2001.0
CUCAITA,URBANO,50.42424242424242,54.303030303030305,2001.0
CUCUNUBÁ,RURAL,49.55263157894737,51.73684210526316,10300.0
CUCUNUBÁ,URBANO,48.65714285714286,50.68571428571428,10300.0
CUCUTILLA,RURAL,45.04761904761905,46.19047619047619,1663.0
CUCUTILLA,URBANO,45.49122807017544,47.70175438596491,1663.0
CUMARAL,RURAL,48.23863636363637,50.03409090909091,36124.0
CUMARAL,URBANO,51.416666666666664,53.06666666666667,36124.0
CUMARIBO,RURAL,39.4344262295082,38.40163934426229,8478.0
CUMARIBO,URBANO,41.10294117647059,39.5735294117647,8478.0
CUMBAL,RURAL,43.719298245614034,42.69824561403509,5655.0
CUMBAL,URBANO,52.25609756097561,55.02439024390244,5655.0
CUMBITARA,RURAL,46.80952380952381,45.833333333333336,2856.0
CUMBITARA,URBANO,49.8,50.575,2856.0
CUNDAY,RURAL,46.02173913043478,50.56521739130435,1163.0
CUNDAY,URBANO,45.78125,47.125,1163.0
CURILLO,RURAL,41.6,37.9,5566.0
CURILLO,URBANO,44.1,44.03333333333333,5566.0
CURITÍ,RURAL,46.06976744186046,47.58139534883721,19082.0
CURITÍ,URBANO,50.09803921568628,51.1764705882353,19082.0
CURUMANÍ,RURAL,44.58108108108108,44.82432432432432,19599.0
CURUMANÍ,URBANO,48.30491803278689,50.32786885245902,19599.0
CUÍTIVA,URBANO,48.57142857142857,52.42857142857143,1111.0
CÁCERES,RURAL,41.54621848739496,40.2436974789916,8246.0
CÁCERES,URBANO,42.877906976744185,42.2906976744186,8246.0
CÁCHIRA,RURAL,46.15217391304348,49.369565217391305,
CÁCHIRA,URBANO,47.794117647058826,50.05882352941177,
CÁCOTA,URBANO,51.391304347826086,50.69565217391305,900.0
CÁQUEZA,RURAL,46.01470588235294,47.838235294117645,
CÁQUEZA,URBANO,53.236559139784944,56.763440860215056,
CÉRTEGUI,URBANO,40.5609756097561,40.829268292682926,3082.0
CÓMBITA,RURAL,55.25,60.1875,7359.0
CÓMBITA,URBANO,51.59183673469388,55.06122448979592,7359.0
CÓRDOBA,RURAL,46.36274509803921,46.35294117647059,6907.0
CÓRDOBA,URBANO,47.633720930232556,48.48255813953488,6907.0
CÚCUTA,RURAL,47.178082191780824,48.71917808219178,1207001.0
CÚCUTA,URBANO,51.37699639361154,54.15713549716641,1207001.0
DABEIBA,RURAL,41.56060606060606,41.42424242424242,13481.0
DABEIBA,URBANO,44.03947368421053,44.3421052631579,13481.0
DAGUA,RURAL,45.758293838862556,44.507109004739334,58288.0
DAGUA,URBANO,46.56481481481482,47.71296296296296,58288.0
DIBULLA,RURAL,43.91925465838509,43.98136645962733,5673.0
DIBULLA,URBANO,42.189655172413794,40.48275862068966,5673.0
DISTRACCIÓN,RURAL,40.50632911392405,38.10126582278481,4470.0
DISTRACCIÓN,URBANO,43.125,44.65625,4470.0
DOLORES,RURAL,45.06666666666667,45.53333333333333,2568.0
