municipio,zona,promedio_ciencias,promedio_matematicas,total_accesos_internet
DOLORES,URBANO,49.38235294117647,52.294117647058826,2568.0
DONMATÍAS,RURAL,45.13636363636363,44.09090909090909,4348.0
DONMATÍAS,URBANO,47.22981366459627,49.18012422360248,4348.0
DOSQUEBRADAS,RURAL,50.710144927536234,51.2463768115942,585819.0
DOSQUEBRADAS,URBANO,52.34623358673117,54.3628196268141,585819.0
DUITAMA,RURAL,50.714285714285715,51.98639455782313,284383.0
DUITAMA,URBANO,54.831989247311824,57.921370967741936,284383.0
DURANIA,URBANO,48.88636363636363,51.90909090909091,2313.0
EBÉJICO,RURAL,44.98780487804878,45.4390243902439,14039.0
EBÉJICO,URBANO,48.75,50.5,14039.0
EL BAGRE,RURAL,39.85057471264368,40.08045977011494,57742.0
EL BAGRE,URBANO,42.20253164556962,44.130801687763714,57742.0
EL BANCO,RURAL,42.32876712328767,41.61187214611872,28123.0
EL BANCO,URBANO,45.78211009174312,46.981651376146786,28123.0
EL CAIRO,RURAL,43.714285714285715,49.07142857142857,1851.0
EL CAIRO,URBANO,46.292682926829265,46.48780487804878,1851.0
EL CALVARIO,RURAL,51.44444444444444,48.111111111111114,290.0
EL CALVARIO,URBANO,47.166666666666664,44.666666666666664,290.0
EL CANTÓN DEL SAN PABLO,RURAL,36.6875,38.4375,2992.0
EL CANTÓN DEL SAN PABLO,URBANO,39.8125,41.4375,2992.0
EL CARMEN,RURAL,49.48717948717949,50.82051282051282,4668.0
EL CARMEN,URBANO,47.27272727272727,46.54545454545455,4668.0
EL CARMEN DE ATRATO,RURAL,41.4375,39.203125,6624.0
EL CARMEN DE ATRATO,URBANO,50.411764705882355,53.35294117647059,6624.0
EL CARMEN DE BOLÍVAR,RURAL,42.93296089385475,42.324022346368714,24529.0
EL CARMEN DE BOLÍVAR,URBANO,44.10104011887073,43.89153046062407,24529.0
EL CARMEN DE CHUCURÍ,RURAL,48.70666666666666,51.12,3479.0
EL CARMEN DE CHUCURÍ,URBANO,47.81132075471698,48.77358490566038,3479.0
EL CARMEN DE VIBORAL,RURAL,50.758865248226954,50.858156028368796,111897.0
EL CARMEN DE VIBORAL,URBANO,52.618721461187214,54.721461187214615,111897.0
EL CASTILLO,URBANO,46.85245901639344,49.78688524590164,3120.0
EL CERRITO,RURAL,52.82282282282282,53.95495495495496,88956.0
EL CERRITO,URBANO,49.76941176470588,50.694117647058825,88956.0
EL CHARCO,RURAL,36.26315789473684,34.13157894736842,4279.0
EL CHARCO,URBANO,38.622754491017965,38.796407185628745,4279.0
EL COCUY,RURAL,53.63636363636363,55.45454545454545,1298.0
EL COCUY,URBANO,48.82142857142857,56.107142857142854,1298.0
EL COLEGIO,RURAL,47.95454545454545,50.872727272727275,34125.0
EL COLEGIO,URBANO,48.44660194174757,51.48543689320388,34125.0
EL COPEY,RURAL,44.898305084745765,46.42372881355932,19905.0
EL COPEY,URBANO,48.38914027149321,48.46153846153846,19905.0
EL DONCELLO,RURAL,47.2,49.5,6161.0
EL DONCELLO,URBANO,48.06701030927835,49.97422680412371,6161.0
EL DORADO,RURAL,48.285714285714285,49.07142857142857,1962.0
EL DORADO,URBANO,44.76470588235294,45.4264705882353,1962.0
EL DOVIO,RURAL,54.0,56.1,4883.0
EL DOVIO,URBANO,52.71111111111111,52.06666666666667,4883.0
EL ENCANTO,RURAL,38.1,35.5,226.0
EL ESPINO,RURAL,52.888888888888886,56.0,559.0
EL ESPINO,URBANO,54.13333333333333,54.53333333333333,559.0
EL GUACAMAYO,RURAL,51.5,48.5,262.0
EL GUACAMAYO,URBANO,53.333333333333336,58.083333333333336,262.0
EL GUAMO,RURAL,40.3125,41.90625,314.0
EL GUAMO,URBANO,45.98360655737705,45.73770491803279,314.0
EL LITORAL DEL SAN JUAN,RURAL,35.47191011235955,29.853932584269664,977.0
EL LITORAL DEL SAN JUAN,URBANO,37.375,35.625,977.0
EL MOLINO,URBANO,44.88235294117647,44.470588235294116,8210.0
EL PASO,RURAL,44.66801619433198,44.19838056680162,11370.0
EL PASO,URBANO,42.916666666666664,44.104166666666664,11370.0
EL PAUJÍL,RURAL,47.529411764705884,50.55882352941177,
EL PAUJÍL,URBANO,47.76842105263158,48.915789473684214,
EL PEÑOL,RURAL,51.36363636363637,52.59090909090909,4942.0
EL PEÑOL,URBANO,54.5,55.80555555555556,4942.0
EL PEÑÓN,RURAL,43.35820895522388,44.865671641791046,1986.0
EL PEÑÓN,URBANO,48.957142857142856,51.7,1986.0
EL PIÑÓN,RURAL,42.450450450450454,42.67567567567568,
EL PIÑÓN,URBANO,40.611111111111114,39.72222222222222,
EL PLAYÓN,RURAL,46.1219512195122,46.68292682926829,8960.0
EL PLAYÓN,URBANO,48.247058823529414,50.305882352941175,8960.0
EL RETORNO,RURAL,42.92307692307692,43.756410256410255,4713.0
EL RETORNO,URBANO,42.8235294117647,44.588235294117645,4713.0
EL RETÉN,RURAL,38.9,39.4,6304.0
EL RETÉN,URBANO,43.07692307692308,42.17094017094017,6304.0
EL ROBLE,RURAL,42.17741935483871,40.70967741935484,934.0
EL ROBLE,URBANO,55.63461538461539,59.73076923076923,934.0
EL ROSAL,RURAL,51.0,54.77272727272727,36851.0
EL ROSAL,URBANO,50.15584415584416,53.79220779220779,36851.0
EL ROSARIO,RURAL,43.903225806451616,48.354838709677416,4793.0
EL ROSARIO,URBANO,46.18518518518518,47.2962962962963,4793.0
EL SANTUARIO,RURAL,46.714285714285715,48.0,58852.0
EL SANTUARIO,URBANO,46.15204678362573,49.07309941520468,58852.0
EL TABLÓN DE GÓMEZ,RURAL,50.58715596330275,53.04587155963303,5445.0
EL TABLÓN DE GÓMEZ,URBANO,48.1875,47.708333333333336,5445.0
EL TAMBO,RURAL,45.47583643122677,44.35687732342007,21076.0
EL TAMBO,URBANO,49.767634854771785,50.427385892116185,21076.0
EL TARRA,RURAL,47.529411764705884,47.76470588235294,5358.0
EL TARRA,URBANO,43.5,42.536144578313255,5358.0
EL ZULIA,RURAL,44.07954545454545,46.72727272727273,22881.0
EL ZULIA,URBANO,47.04929577464789,48.929577464788736,22881.0
EL ÁGUILA,RURAL,46.06122448979592,46.91836734693877,10.0
EL ÁGUILA,URBANO,46.23529411764706,45.470588235294116,10.0
ELÍAS,RURAL,49.42857142857143,53.857142857142854,756.0
ELÍAS,URBANO,49.888888888888886,53.888888888888886,756.0
ENCINO,URBANO,51.8,55.6,214.0
ENCISO,RURAL,55.5,57.333333333333336,516.0
ENCISO,URBANO,54.05882352941177,56.6764705882353,516.0
ENTRERRÍOS,URBANO,51.405660377358494,53.14150943396226,
ENVIGADO,RURAL,57.40792540792541,62.193473193473196,813560.0
ENVIGADO,URBANO,55.99545913218971,58.33501513622603,813560.0
ESPINAL,RURAL,45.13274336283186,48.35398230088496,152237.0
ESPINAL,URBANO,46.72935779816514,48.74311926605505,152237.0
FACATATIVÁ,RURAL,53.75757575757576,55.883116883116884,250009.0
FACATATIVÁ,URBANO,51.80924369747899,55.06386554621849,250009.0
FALAN,RURAL,47.21739130434783,49.405797101449274,233.0
FILADELFIA,RURAL,49.375,48.5,9010.0
FILADELFIA,URBANO,53.07692307692308,56.28846153846154,9010.0
FILANDIA,RURAL,51.24242424242424,51.96969696969697,18152.0
FILANDIA,URBANO,52.376344086021504,51.473118279569896,18152.0
FIRAVITOBA,RURAL,58.916666666666664,58.5,7436.0
FIRAVITOBA,URBANO,51.15384615384615,52.794871794871796,7436.0
FLANDES,RURAL,44.56666666666667,43.733333333333334,62936.0
FLANDES,URBANO,43.36318407960199,43.54228855721393,62936.0
FLORENCIA,RURAL,43.48872180451128,44.89473684210526,256383.0
FLORENCIA,URBANO,49.23279098873592,51.687734668335416,256383.0
FLORESTA,URBANO,52.857142857142854,54.5,1782.0
FLORIDA,RURAL,45.839622641509436,47.16981132075472,44490.0
FLORIDA,URBANO,50.328600405679516,51.85395537525355,44490.0
FLORIDABLANCA,RURAL,57.416666666666664,59.35,715763.0
FLORIDABLANCA,URBANO,56.57218844984803,59.684270516717326,715763.0
FLORIÁN,RURAL,49.0,53.11764705882353,314.0
FLORIÁN,URBANO,48.0,49.10344827586207,314.0
FONSECA,RURAL,52.84090909090909,55.18181818181818,27033.0
FONSECA,URBANO,44.672330097087375,45.157766990291265,27033.0
FORTUL,RURAL,45.233333333333334,46.38333333333333,14733.0
FORTUL,URBANO,49.42758620689655,51.3448275862069,14733.0
FOSCA,RURAL,46.714285714285715,49.964285714285715,2588.0
FOSCA,URBANO,51.758620689655174,53.55172413793103,2588.0
FRANCISCO PIZARRO,RURAL,40.68,43.64,606.0
FRANCISCO PIZARRO,URBANO,37.857142857142854,37.142857142857146,606.0
FREDONIA,RURAL,46.56923076923077,45.41538461538462,27690.0
FREDONIA,URBANO,47.670731707317074,49.40243902439025,27690.0
FRESNO,RURAL,50.14942528735632,51.81609195402299,20902.0
FRESNO,URBANO,49.585,51.395,20902.0
FRONTINO,RURAL,42.473684210526315,41.719298245614034,29289.0
FRONTINO,URBANO,49.044444444444444,50.77037037037037,29289.0
FUENTEDEORO,RURAL,40.5,43.5,
FUENTEDEORO,URBANO,45.932203389830505,46.016949152542374,
FUNDACIÓN,RURAL,39.75,39.99193548387097,56147.0
FUNDACIÓN,URBANO,46.15571776155718,46.94525547445255,56147.0
FUNES,RURAL,50.625,53.375,1128.0
FUNES,URBANO,51.72727272727273,53.27272727272727,1128.0
FUNZA,RURAL,52.22222222222222,51.46666666666667,253707.0
FUNZA,URBANO,51.79661016949152,54.52185548617306,253707.0
FUSAGASUGÁ,RURAL,50.376344086021504,52.39784946236559,361093.0
FUSAGASUGÁ,URBANO,50.40167364016737,53.074616457461644,361093.0
FÓMEQUE,RURAL,48.833333333333336,52.166666666666664,
FÓMEQUE,URBANO,52.06578947368421,54.3421052631579,
FÚQUENE,RURAL,51.0,57.62,4333.0
FÚQUENE,URBANO,47.5,51.611111111111114,4333.0
GACHALÁ,RURAL,48.88235294117647,49.529411764705884,1724.0
GACHALÁ,URBANO,48.27777777777778,50.666666666666664,1724.0
GACHANCIPÁ,URBANO,51.4375,54.625,45917.0
GACHANTIVÁ,URBANO,44.724137931034484,47.310344827586206,2055.0
GACHETÁ,RURAL,48.375,51.5,6097.0
GACHETÁ,URBANO,52.049180327868854,55.67213114754098,6097.0
GALAPA,RURAL,43.08108108108108,41.08108108108108,63926.0
GALAPA,URBANO,48.57983193277311,49.45168067226891,63926.0
GALERAS,RURAL,44.26373626373626,44.08791208791209,3827.0
GALERAS,URBANO,49.585798816568044,49.74556213017752,3827.0
GALÁN,RURAL,47.166666666666664,51.75,354.0
GALÁN,URBANO,50.31818181818182,52.09090909090909,354.0
GAMA,URBANO,50.4390243902439,48.829268292682926,3375.0
GAMARRA,RURAL,42.083333333333336,41.75,5717.0
GAMARRA,URBANO,41.611111111111114,43.5,5717.0
GARAGOA,RURAL,48.25,53.25,17536.0
GARAGOA,URBANO,52.751773049645394,54.780141843971634,17536.0
GARZÓN,RURAL,47.37890625,50.09375,80139.0
GARZÓN,URBANO,49.614876033057854,51.50413223140496,80139.0
GIGANTE,RURAL,48.73575129533679,53.04145077720207,16558.0
GIGANTE,URBANO,51.432432432432435,53.66216216216216,16558.0
GINEBRA,RURAL,44.62222222222222,44.355555555555554,23950.0
GINEBRA,URBANO,53.7906976744186,55.325581395348834,23950.0
GIRALDO,RURAL,39.86206896551724,39.13793103448276,3185.0
GIRALDO,URBANO,48.285714285714285,48.714285714285715,3185.0
GIRARDOT,RURAL,47.68571428571428,47.77142857142857,254484.0
GIRARDOT,URBANO,48.23638042474607,49.76454293628809,254484.0
GIRARDOTA,RURAL,44.75609756097561,46.21951219512195,130686.0
GIRARDOTA,URBANO,49.39545454545455,51.58409090909091,130686.0
GIRÓN,RURAL,51.04545454545455,52.27272727272727,395569.0
GIRÓN,URBANO,53.270248596631916,55.29430633520449,395569.0
GONZÁLEZ,RURAL,51.97142857142857,53.142857142857146,918.0
GRAMALOTE,RURAL,49.041666666666664,52.625,2805.0
GRAMALOTE,URBANO,50.45161290322581,50.516129032258064,2805.0
GRANADA,RURAL,48.36746987951807,50.963855421686745,57134.0
GRANADA,URBANO,49.0141935483871,51.148387096774194,57134.0
GUACA,RURAL,47.888888888888886,50.05555555555556,4233.0
GUACAMAYAS,URBANO,54.8125,58.8125,203.0
GUACARÍ,RURAL,46.12765957446808,47.723404255319146,32399.0
GUACARÍ,URBANO,47.77560975609756,48.37073170731707,32399.0
GUACHENÉ,RURAL,40.78048780487805,38.52439024390244,9362.0
GUACHENÉ,URBANO,41.294871794871796,41.15384615384615,9362.0
GUACHETÁ,RURAL,48.0,49.5,15881.0
GUACHETÁ,URBANO,47.25,51.17307692307692,15881.0
GUACHUCAL,RURAL,49.45,48.05,8344.0
GUACHUCAL,URBANO,54.333333333333336,57.92063492063492,8344.0
GUADALAJARA DE BUGA,RURAL,47.62820512820513,48.92307692307692,295316.0
GUADALAJARA DE BUGA,URBANO,54.54932866316404,56.28137769994162,295316.0
GUADALUPE,RURAL,44.701492537313435,45.08955223880597,15574.0
GUADALUPE,URBANO,50.54922279792746,52.58031088082902,15574.0
GUADUAS,RURAL,44.27272727272727,47.59090909090909,40514.0
GUADUAS,URBANO,50.43076923076923,53.46666666666667,40514.0
GUAITARILLA,RURAL,50.4375,51.3125,3505.0
GUAITARILLA,URBANO,49.653333333333336,53.013333333333335,3505.0
GUALMATÁN,RURAL,50.0,54.57142857142857,2266.0
GUALMATÁN,URBANO,53.84126984126984,58.15873015873016,2266.0
GUAMAL,RURAL,45.325581395348834,46.77906976744186,28126.0
GUAMAL,URBANO,45.49242424242424,45.765151515151516,28126.0
GUAMO,RURAL,41.25581395348837,41.27906976744186,38844.0
GUAMO,URBANO,43.52985074626866,44.115671641791046,38844.0
GUAPOTÁ,URBANO,52.65217391304348,53.91304347826087,1032.0
GUAPÍ,RURAL,34.94285714285714,32.628571428571426,2817.0
GUAPÍ,URBANO,38.22510822510822,39.29004329004329,2817.0
GUARANDA,RURAL,44.96296296296296,44.25925925925926,3722.0
GUARANDA,URBANO,41.561797752808985,40.7752808988764,3722.0
GUARNE,RURAL,47.98039215686274,50.705882352941174,156636.0
GUARNE,URBANO,50.28838951310861,51.644194756554306,156636.0
GUASCA,RURAL,52.55555555555556,54.44444444444444,19262.0
GUASCA,URBANO,50.48421052631579,53.26315789473684,19262.0
GUATAPÉ,RURAL,40.75,43.375,18224.0
GUATAPÉ,URBANO,49.6,53.11578947368421,18224.0
GUATAQUÍ,RURAL,39.0,37.0,1232.0
GUATAQUÍ,URBANO,43.333333333333336,46.083333333333336,1232.0
GUATAVITA,RURAL,46.8125,51.6875,4889.0
GUATAVITA,URBANO,55.416666666666664,58.291666666666664,4889.0
GUATEQUE,URBANO,50.56382978723404,52.244680851063826,14755.0
GUAVATÁ,RURAL,49.22222222222222,50.0,352.0
GUAVATÁ,URBANO,45.083333333333336,49.083333333333336,352.0
GUAYABAL DE SÍQUIMA,RURAL,46.8,56.8,
GUAYABAL DE SÍQUIMA,URBANO,48.925925925925924,49.03703703703704,
GUAYABETAL,URBANO,49.704918032786885,51.32786885245902,2450.0
GUAYATÁ,RURAL,51.6,54.2,1193.0
GUAYATÁ,URBANO,48.35294117647059,53.8235294117647,1193.0
GUTIÉRREZ,RURAL,53.5,52.0,163.0
GUTIÉRREZ,URBANO,43.583333333333336,40.791666666666664,163.0
GUÁTICA,RURAL,44.5875,43.2625,5257.0
GUÁTICA,URBANO,44.87012987012987,47.16883116883117,5257.0
GÁMBITA,RURAL,51.44444444444444,51.55555555555556,
GÁMBITA,URBANO,53.21739130434783,55.95652173913044,
GÁMEZA,RURAL,46.333333333333336,50.44444444444444,
GÁMEZA,URBANO,49.642857142857146,50.75,
GÉNOVA,URBANO,46.717948717948715,46.67948717948718,1696.0
GÓMEZ PLATA,RURAL,44.666666666666664,46.666666666666664,9708.0
GÓMEZ PLATA,URBANO,49.8,51.72,9708.0
GÜEPSA,URBANO,51.22857142857143,55.82857142857143,140.0
GÜICÁN DE LA SIERRA,URBANO,48.17142857142857,49.142857142857146,
HACARÍ,RURAL,47.92307692307692,49.53846153846154,1201.0
HACARÍ,URBANO,41.46666666666667,37.13333333333333,1201.0
HATILLO DE LOBA,RURAL,39.103092783505154,38.24742268041237,2080.0
HATILLO DE LOBA,URBANO,47.878787878787875,53.45454545454545,2080.0
HATO,RURAL,49.148148148148145,52.851851851851855,94.0
HATO COROZAL,RURAL,42.46666666666667,42.18333333333333,8569.0
HATO COROZAL,URBANO,49.80357142857143,53.732142857142854,8569.0
HATONUEVO,RURAL,43.101694915254235,41.813559322033896,11677.0
HATONUEVO,URBANO,41.43076923076923,41.6,11677.0
HELICONIA,RURAL,46.2,45.4,5308.0
HELICONIA,URBANO,48.30769230769231,48.87179487179487,5308.0
HERRÁN,URBANO,52.535714285714285,54.75,803.0
HERVEO,RURAL,53.24,54.64,1093.0
HERVEO,URBANO,52.23529411764706,57.23529411764706,1093.0
HISPANIA,URBANO,49.75,48.69444444444444,6924.0
HOBO,URBANO,45.8421052631579,49.76315789473684,5325.0
HONDA,URBANO,47.85929648241206,48.778894472361806,57553.0
IBAGUÉ,RURAL,46.13907284768212,46.82119205298013,1647974.0
IBAGUÉ,URBANO,51.070543887991384,52.925327589301745,1647974.0
ICONONZO,RURAL,45.91428571428571,45.8,6488.0
ICONONZO,URBANO,47.30952380952381,50.392857142857146,6488.0
ILES,RURAL,48.77777777777778,50.27777777777778,2234.0
ILES,URBANO,50.44444444444444,51.77777777777778,2234.0
IMUÉS,RURAL,50.266666666666666,54.977777777777774,5768.0
IMUÉS,URBANO,55.04761904761905,59.80952380952381,5768.0
INZÁ,RURAL,46.45945945945946,47.126126126126124,1578.0
INZÁ,URBANO,50.97560975609756,52.146341463414636,1578.0
INÍRIDA,RURAL,40.546875,37.546875,16973.0
INÍRIDA,URBANO,49.167567567567566,49.8,16973.0
IPIALES,RURAL,50.005319148936174,50.95744680851064,90292.0
IPIALES,URBANO,50.913468248429865,52.704117236566645,90292.0
ISNOS,RURAL,46.44444444444444,46.388888888888886,29797.0
ISNOS,URBANO,48.78918918918919,51.14594594594595,29797.0
ISTMINA,RURAL,36.535714285714285,34.857142857142854,22816.0
ISTMINA,URBANO,44.72727272727273,48.00606060606061,22816.0
ITAGÜÍ,RURAL,45.85643564356435,47.05940594059406,
ITAGÜÍ,URBANO,51.046910239061795,52.30672079386559,
ITUANGO,RURAL,39.63529411764706,37.72941176470588,6316.0
ITUANGO,URBANO,41.89473684210526,42.719298245614034,6316.0
IZA,URBANO,53.43478260869565,58.52173913043478,2925.0
JAMBALÓ,RURAL,41.90196078431372,41.5,3372.0
JAMBALÓ,URBANO,45.72549019607843,47.490196078431374,3372.0
JAMUNDÍ,RURAL,47.725897920604915,48.93572778827977,471952.0
JAMUNDÍ,URBANO,52.453450164293535,54.40416210295729,471952.0
JARDÍN,RURAL,44.5,45.15217391304348,25836.0
JARDÍN,URBANO,50.71764705882353,51.8235294117647,25836.0
JENESANO,URBANO,50.0,51.61290322580645,7430.0
JERICÓ,RURAL,42.666666666666664,41.977777777777774,20492.0
JERICÓ,URBANO,50.046875,54.34375,20492.0
JERUSALÉN,URBANO,44.35294117647059,45.294117647058826,689.0
JESÚS MARÍA,URBANO,50.793103448275865,54.310344827586206,277.0
JORDÁN,RURAL,50.07142857142857,55.142857142857146,629.0
JUAN DE ACOSTA,RURAL,44.69879518072289,43.2710843373494,6111.0
JUNÍN,RURAL,46.03846153846154,48.11538461538461,1858.0
JUNÍN,URBANO,49.65625,50.78125,1858.0
JURADÓ,RURAL,35.5,29.944444444444443,730.0
LA APARTADA,RURAL,47.75,50.5,4254.0
LA APARTADA,URBANO,47.9,47.19166666666667,4254.0
LA ARGENTINA,RURAL,54.07017543859649,55.89473684210526,8982.0
LA ARGENTINA,URBANO,55.625,59.35,8982.0
LA BELLEZA,RURAL,45.7,48.7,323.0
LA BELLEZA,URBANO,54.94117647058823,60.64705882352941,323.0
LA CALERA,RURAL,61.214814814814815,64.6574074074074,84822.0
LA CALERA,URBANO,59.669603524229075,62.008810572687224,84822.0
LA CAPILLA,URBANO,49.06896551724138,53.0,323.0
LA CEJA,RURAL,55.575,58.15,198495.0
LA CEJA,URBANO,51.91047619047619,53.63428571428572,198495.0
LA CELIA,RURAL,44.93478260869565,43.65217391304348,5146.0
LA CELIA,URBANO,42.84,43.2,5146.0
LA CHORRERA,RURAL,42.18181818181818,39.04545454545455,490.0
LA CRUZ,RURAL,47.3855421686747,48.6144578313253,11859.0
LA CRUZ,URBANO,48.29838709677419,49.524193548387096,11859.0
LA CUMBRE,RURAL,48.26,47.34,22347.0
LA CUMBRE,URBANO,49.0,51.28813559322034,22347.0
LA DORADA,RURAL,44.10526315789474,46.23684210526316,175435.0
LA DORADA,URBANO,48.61552346570397,50.36101083032491,175435.0
LA ESPERANZA,RURAL,45.30357142857143,46.80357142857143,4671.0
LA ESPERANZA,URBANO,47.15151515151515,48.03030303030303,4671.0
LA ESTRELLA,RURAL,57.68978102189781,62.302919708029194,241017.0
LA ESTRELLA,URBANO,51.75704225352113,54.20598591549296,241017.0
LA FLORIDA,RURAL,48.535714285714285,50.0,3449.0
LA FLORIDA,URBANO,56.42307692307692,60.53846153846154,3449.0
LA GLORIA,RURAL,46.34615384615385,46.5,9099.0
LA GLORIA,URBANO,41.625,41.92857142857143,9099.0
LA JAGUA DE IBIRICO,RURAL,45.04761904761905,42.642857142857146,30675.0
LA JAGUA DE IBIRICO,URBANO,46.4177897574124,47.2722371967655,30675.0
LA JAGUA DEL PILAR,URBANO,45.19047619047619,44.57142857142857,2107.0
LA LLANADA,RURAL,49.0,49.666666666666664,6365.0
LA LLANADA,URBANO,53.80555555555556,56.69444444444444,6365.0
LA MACARENA,RURAL,43.48,42.64,6952.0
LA MACARENA,URBANO,50.65,54.18333333333333,6952.0
LA MERCED,RURAL,48.58620689655172,48.37931034482759,3003.0
LA MERCED,URBANO,47.9,53.15,3003.0
LA MESA,RURAL,50.32432432432432,53.027027027027025,46654.0
LA MESA,URBANO,53.07272727272727,55.69090909090909,46654.0
LA MONTAÑITA,RURAL,45.09803921568628,46.05882352941177,2613.0
LA MONTAÑITA,URBANO,49.166666666666664,50.583333333333336,2613.0
LA PALMA,RURAL,47.392857142857146,48.964285714285715,4925.0
LA PALMA,URBANO,47.74603174603175,50.111111111111114,4925.0
LA PAZ,RURAL,44.175438596491226,45.421052631578945,21980.0
LA PAZ,URBANO,46.021186440677965,48.07627118644068,21980.0
LA PEDRERA,RURAL,38.36842105263158,36.473684210526315,565.0
LA PEÑA,RURAL,45.23529411764706,45.88235294117647,242.0
LA PEÑA,URBANO,47.875,49.166666666666664,242.0
LA PINTADA,URBANO,46.26865671641791,48.76119402985075,9712.0
LA PLATA,RURAL,45.275080906148865,45.394822006472495,41683.0
LA PLATA,URBANO,49.929378531073446,50.80790960451977,41683.0
LA PLAYA,RURAL,45.38461538461539,47.11538461538461,2927.0
LA PLAYA,URBANO,50.72222222222222,53.166666666666664,2927.0
LA PRIMAVERA,RURAL,41.17391304347826,40.47826086956522,2680.0
LA PRIMAVERA,URBANO,48.30434782608695,49.88405797101449,2680.0
LA SALINA,URBANO,48.0,50.38461538461539,770.0
LA SIERRA,RURAL,48.03125,45.75,4414.0
LA SIERRA,URBANO,52.36842105263158,53.78947368421053,4414.0
LA TEBAIDA,RURAL,48.05882352941177,54.88235294117647,57376.0
LA TEBAIDA,URBANO,46.35127478753541,48.036827195467424,57376.0
LA TOLA,RURAL,38.75,37.666666666666664,442.0
LA TOLA,URBANO,36.98412698412698,36.76190476190476,442.0
LA UNIÓN,RURAL,46.90816326530612,48.4030612244898,119603.0
LA UNIÓN,URBANO,49.693333333333335,51.29818181818182,119603.0
LA UVITA,RURAL,45.142857142857146,51.42857142857143,339.0
LA UVITA,URBANO,52.714285714285715,57.0,339.0
LA VEGA,RURAL,47.578947368421055,48.49624060150376,23663.0
LA VEGA,URBANO,48.72794117647059,50.94117647058823,23663.0
LA VICTORIA,RURAL,43.214285714285715,41.67857142857143,16907.0
LA VICTORIA,URBANO,45.42857142857143,47.142857142857146,16907.0
LA VIRGINIA,RURAL,39.0,28.0,36210.0
LA VIRGINIA,URBANO,47.7479674796748,49.483739837398375,36210.0
LABATECA,RURAL,48.13333333333333,50.13333333333333,1066.0
LABATECA,URBANO,49.40384615384615,52.80769230769231,1066.0
LABRANZAGRANDE,URBANO,48.421052631578945,50.421052631578945,141.0
LANDÁZURI,RURAL,46.8936170212766,48.4468085106383,1145.0
LANDÁZURI,URBANO,47.888888888888886,50.31481481481482,1145.0
LEBRIJA,RURAL,49.70754716981132,51.556603773584904,4959.0
LEBRIJA,URBANO,50.485380116959064,52.35964912280702,4959.0
LEIVA,RURAL,46.130434782608695,48.26086956521739,1296.0
LEIVA,URBANO,46.12820512820513,49.1025641025641,1296.0
LEJANÍAS,RURAL,49.34146341463415,51.75609756097561,10237.0
LEJANÍAS,URBANO,46.54945054945055,49.13186813186813,10237.0
LENGUAZAQUE,RURAL,51.186440677966104,56.016949152542374,9159.0
LETICIA,RURAL,35.166666666666664,34.583333333333336,43295.0
LETICIA,URBANO,44.46058091286307,45.024896265560166,43295.0
LIBORINA,RURAL,44.65625,46.239583333333336,1936.0
LINARES,RURAL,52.13461538461539,56.96153846153846,2179.0
LINARES,URBANO,56.61538461538461,59.07692307692308,2179.0
LLORÓ,RURAL,34.0,28.045454545454547,417.0
LLORÓ,URBANO,38.0,39.333333333333336,417.0
LORICA,RURAL,44.75625,44.15,24155.0
LORICA,URBANO,48.589136490250695,49.53481894150418,24155.0
LOS ANDES,RURAL,48.904761904761905,46.714285714285715,5636.0
LOS ANDES,URBANO,50.54320987654321,54.39506172839506,5636.0
LOS CÓRDOBAS,RURAL,43.18072289156626,44.08433734939759,2571.0
LOS CÓRDOBAS,URBANO,42.30952380952381,40.79761904761905,2571.0
LOS PALMITOS,RURAL,43.45977011494253,42.793103448275865,15401.0
LOS PALMITOS,URBANO,43.948905109489054,44.32846715328467,15401.0
LOS PATIOS,RURAL,51.25,53.1,184395.0
LOS PATIOS,URBANO,50.88345323741007,53.97122302158273,184395.0
LOS SANTOS,RURAL,46.98850574712644,47.91954022988506,3659.0
LOS SANTOS,URBANO,49.75757575757576,51.24242424242424,3659.0
LOURDES,URBANO,50.0,55.52,2558.0
LURUACO,RURAL,42.44827586206897,42.08275862068965,5347.0
LURUACO,URBANO,43.751937984496124,44.10852713178294,5347.0
LÉRIDA,RURAL,44.77777777777778,44.0,3358.0
LÉRIDA,URBANO,43.967320261437905,45.80392156862745,3358.0
LÍBANO,RURAL,47.84848484848485,49.65151515151515,26688.0
LÍBANO,URBANO,50.760299625468164,52.254681647940075,26688.0
LÓPEZ DE MICAY,RURAL,36.142857142857146,33.0,
LÓPEZ DE MICAY,URBANO,35.833333333333336,35.125,
MACANAL,URBANO,49.166666666666664,51.06666666666667,4398.0
MACARAVITA,RURAL,37.0,34.0,151.0
MACARAVITA,URBANO,53.9,57.1,151.0
MACEO,RURAL,46.41935483870968,47.806451612903224,8526.0
MACEO,URBANO,48.23529411764706,50.96078431372549,8526.0
MACHETÁ,RURAL,50.0,54.6,5531.0
MACHETÁ,URBANO,50.77777777777778,56.0,5531.0
MADRID,RURAL,51.00806451612903,53.346774193548384,427851.0
MADRID,URBANO,52.36108108108108,55.18054054054054,427851.0
MAGANGUÉ,RURAL,42.794871794871796,42.18881118881119,74869.0
MAGANGUÉ,URBANO,47.3795918367347,47.78265306122449,74869.0
MAGÜÍ,URBANO,38.094339622641506,38.35849056603774,
MAHATES,RURAL,41.59217877094972,41.25139664804469,7849.0
MAHATES,URBANO,40.146067415730336,37.89325842696629,7849.0
